offer_id,offer_type,property_type,location_district,location_city,location_area,agency,office_city
JubzyQhnL5j,sale,land,"okres Turčianske Teplice",Sklené,Sklené,"RIEŠIME BÝVANIE",Bratislava
JuMFxRcxLzj,sale,land,"okres Žilina",Ovčiarsko,Ovčiarsko,"RIEŠIME BÝVANIE",Bratislava
JuMg-KktE1Q,sale,land,"okres Dolný Kubín",Zázrivá,Zázrivá,"RE/MAX Slovakia",Bratislava
Jukt7sZSrva,sale,land,"okres Žilina",Ovčiarsko,Ovčiarsko,"TARGETreal s. r. o.",Žilina
JuLGf5aS3L1,sale,land,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov,"1. Reality Rent, s.r.o.",Žilina
JuTUUGHEQpu,sale,land,"okres Martin",Martin,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JubI61zDvAA,sale,land,"okres Žilina",Svederník,Svederník,"MGM reality",Žilina
JupXyVwksGj,sale,land,"okres Martin","Horný Kalník","Horný Kalník","Reality BL, s.r.o.","Kysucké Nové Mesto"
JuzsaTgRy0A,sale,land,"okres Čadca",Staškov,Staškov,"1. Reality Rent, s.r.o.",Žilina
JuqT9jZ4Nn0,sale,land,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","Direct Real, spol. s r.o.",Bratislava
JuzowjqYdqV,sale,land,"okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
Juw-BV-BqJp,sale,land,"okres Žilina",Lietava,Lietava,"Realitné kancelárie SR",Bratislava
Ju2_2a_gc9I,sale,land,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica",Limaxreal,"Liptovský Mikuláš"
Jus9HjYi9K6,sale,land,"okres Liptovský Mikuláš",Vlachy,Vlachy,"Nové bývanie",Nitra
Ju-Vs-ZZEsP,sale,land,"okres Čadca",Turzovka,NULL,"SLNOVRAT, s.r.o.",Olešná
JuypdHR9V5h,sale,land,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","RS Mansory s.r.o.",Bratislava
JuC5HWpBoue,sale,land,"okres Čadca",Staškov,Staškov,"SLNOVRAT, s.r.o.",Olešná
JuTMeTjk733,sale,land,"okres Žilina",Rajec,Rajec,"MGM reality",Žilina
JuvBlvKpVOg,sale,land,"okres Liptovský Mikuláš",Jamník,Jamník,jabyvam.sk,"Liptovský Mikuláš"
JuLSvBwv_I5,sale,land,"okres Žilina",Krasňany,Krasňany,"RS Mansory s.r.o.",Bratislava
Ju0KCQtbTTW,sale,land,"okres Čadca",Čadca,Podzávoz,"BeMi realitná kancelária",Nitra
JuaPQ_8Etfd,sale,land,"okres Martin",Trnovo,Trnovo,"Realitné kancelárie SR",Bratislava
Ju9G8aO6wQl,sale,land,"okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota","RE/MAX Slovakia",Bratislava
JuY9JBEYXXO,sale,land,"okres Čadca",Staškov,Staškov,"1. Reality Rent, s.r.o.",Žilina
JuEr-eDWZ62,sale,land,"okres Martin",Turany,Turany,"Reality Center, s.r.o.",Martin
JuuQurqTomT,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"AstonReal s.r.o.","Banská Bystrica"
JuXLA7wyDLl,sale,land,"okres Žilina",Čičmany,Čičmany,"Vianema s.r.o.",Bratislava
Ju1OJ87gVSa,sale,land,"okres Žilina",Bitarová,Bitarová,"X-REAL, s. r. o.",Žilina
JuaF9UiM3uR1,sale,land,"okres Žilina","Rajecké Teplice","Rajecké Teplice","BeMi realitná kancelária",Nitra
Jui0b4gHHzV,sale,land,"okres Čadca",Oščadnica,Oščadnica,"1. Reality Rent, s.r.o.",Žilina
Jua_BRtxi_0,sale,land,"okres Kysucké Nové Mesto",Snežnica,Snežnica,"Realitné kancelárie SR",Bratislava
Jud4Z0QIxb1B,sale,land,"okres Martin",Blatnica,Blatnica,NULL,NULL
JumHCt0Er1_,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš",NULL,NULL,NULL
Ju6XcncfywZ,sale,land,"okres Žilina",Ovčiarsko,Ovčiarsko,"RS Mansory s.r.o.",Bratislava
Ju6R4Oxuhvk,sale,land,"okres Bytča","Veľké Rovné","Veľké Rovné","1. Reality Rent, s.r.o.",Žilina
JuiJEU2gvVS,sale,land,"okres Čadca",Oščadnica,Oščadnica,"1. Reality Rent, s.r.o.",Žilina
JuJIq68G1za,sale,land,"okres Martin",Martin,Záturčie,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Ju5OGHyG1_Y,sale,land,"okres Čadca",Raková,Raková,"HOLESTIAK.sk reality s.r.o.",Čadca
JupQvlRFk0k,sale,land,"okres Žilina",Kunerad,Kunerad,"StorkReal s. r. o.","Rajecká Lesná"
Ju2hmMFZQ4X,sale,land,"okres Žilina",Višňové,Višňové,NULL,NULL
Ju1-_Cu9mID,sale,land,"okres Martin","Turčiansky Peter","Turčiansky Peter","Reality Alpia",Martin
JuX4tTXYKir,sale,land,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov","SLNOVRAT, s.r.o.",Olešná
JuI4QwFHXkB,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Juw3LRApeaS,sale,land,"okres Žilina","Horný Hričov","Horný Hričov","RES GROUP, s.r.o.",Žilina
JueC24ZQ1o3,sale,land,"okres Žilina",Varín,Varín,"MGM reality",Žilina
Juh_NFZPlxN,sale,land,"okres Žilina",Ovčiarsko,Ovčiarsko,"PRIMA reality s.r.o.",Žilina
Ju_KMqj7vmd,sale,land,"okres Martin",Rakovo,Rakovo,"Reality Center, s.r.o.",Martin
JujjYxzg2zO,sale,land,"okres Kysucké Nové Mesto",Nesluša,Nesluša,"Realitka pre každého",Žilina
JudcG-iBr32,sale,land,"okres Žilina",Divinka,Divinka,"Safe reality s. r. o.",Žilina
Jug0yKTQ2pn,sale,land,"okres Čadca",Raková,Raková,"SLNOVRAT, s.r.o.",Olešná
JuveNCiurSC,sale,land,"okres Dolný Kubín",Žaškov,Žaškov,"RK VILLEA, s. r. o.","Dolný Kubín"
JuMmLaRBnk-,sale,land,"okres Martin",Martin,Stráne,"Real Reality Development s.r.o.",Martin
JuAEEafI2yh,sale,land,"okres Žilina",Kľače,Kľače,"AnoReal, s.r.o.",Stráňavy
JuGEa5Szg2S,sale,land,"okres Bytča",Súľov-Hradná,Súľov-Hradná,"ELITE reality","Považská Bystrica"
JuldPobEyqZ,sale,land,"okres Bytča","Veľké Rovné","Veľké Rovné","TARGETreal s. r. o.",Žilina
JuxUrTWen36,sale,land,"okres Žilina",Ďurčiná,Ďurčiná,"MGM reality",Žilina
JutHLS-i8Kk,sale,land,"okres Kysucké Nové Mesto",Povina,Povina,"DreamReality s.r.o.",Žilina
JuFMSKsdInV,sale,land,"okres Žilina",Bitarová,Bitarová,"Realitná kancelária",Bratislava
Ju266Dr49Ba,sale,land,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov","BeMi realitná kancelária",Nitra
JubyLcoXkeA,sale,land,"okres Žilina",Gbeľany,Gbeľany,"bezmaklérov, s.r.o.",Žilina
JuDgMZQaDeJ,sale,land,"okres Čadca",Oščadnica,Oščadnica,"1. Reality Rent, s.r.o.",Žilina
Juv8WDTsSPy,sale,land,"okres Žilina",Konská,Konská,"1. Reality Rent, s.r.o.",Žilina
Ju9noiJ3M5h,sale,land,"okres Martin",Vrícko,Vrícko,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuPmyuLY0AU,sale,land,"okres Liptovský Mikuláš",Podtureň,Podtureň,"Q REAL s.r.o.",Bratislava
JunJu6IyBiX,sale,land,"okres Turčianske Teplice",Sklené,Sklené,"TARGETreal s. r. o.",Žilina
JuhDFgB8Eya,sale,land,"okres Kysucké Nové Mesto",Povina,Povina,"1. Reality Rent, s.r.o.",Žilina
Jukxm6yZ0hf6,sale,land,"okres Čadca",Skalité,Skalité,"BeMi realitná kancelária",Nitra
JuQnOzH4Mve,sale,land,"okres Žilina",Svederník,Svederník,"MGM reality",Žilina
JuO__97iq4d,sale,land,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","RS Mansory s.r.o.",Bratislava
JukIX3v-4aJ,sale,land,"okres Žilina",Kľače,Kľače,NULL,NULL
Ju5L-boRlBV,sale,land,"okres Čadca",Podvysoká,Podvysoká,"HALO reality, s.r.o.",Prievidza
JuxLDdGxofv,sale,land,"okres Liptovský Mikuláš",Kvačany,Kvačany,NULL,NULL
Jur27j-ejmc,sale,land,"okres Martin",Martin,Záturčie,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
Juxv4BCWFjN,sale,land,"okres Liptovský Mikuláš",Hybe,Hybe,"Realitné kancelárie SR",Bratislava
JuH2wdrPPMN,sale,land,"okres Žilina",Hôrky,Hôrky,NULL,NULL
JuoLQW0Li8l,sale,land,"okres Žilina",Bitarová,Bitarová,"Realitka pre každého",Žilina
JuI-7Aiqe6M,sale,land,"okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou","Ing. Marcela Pišteková",Turzovka
Ju1V4Qfns7o,sale,land,"okres Liptovský Mikuláš","Liptovské Beharovce","Liptovské Beharovce","OVERENÉ REALITY","Banská Bystrica"
JuApbqYiTwl,sale,land,"okres Martin","Dolný Kalník","Dolný Kalník","Realitná kancelária",Bratislava
JuXs9XHVo90,sale,land,"okres Martin",Vrútky,"Karvaša a Bláhovca","Realitná kancelária",Bratislava
JuSvmhJEqG1,sale,land,"okres Martin",Vrútky,"Karvaša a Bláhovca","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuYB0zOc7gD,sale,land,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače",NULL,NULL
JuXWDVHuKu7,sale,land,"okres Bytča",Petrovice,Petrovice,"B10 Slovensko, a. s.",Žilina
Jui1yUD8ZRT,sale,land,"okres Čadca",Turzovka,Predmier,"SLNOVRAT, s.r.o.",Olešná
Ju8HOtKyMF8,sale,land,"okres Žilina",Višňové,Višňové,"Safe reality s. r. o.",Žilina
JuOZEwkJjt3,sale,land,"okres Dolný Kubín","Dolný Kubín",Mokraď,"RK Dalmia s. r. o.","Dolný Kubín"
JukvtXQXqqN,sale,land,"okres Žilina",Višňové,Višňové,"Mgr. Nina Herčková, RSc.",Žilina
JuIyQ6FpRLK,sale,land,"okres Námestovo",Vasiľov,Vasiľov,"RK Dalmia s. r. o.","Dolný Kubín"
Ju1cmZVZL9p,sale,land,"okres Martin",Martin,NULL,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuFjy1TVvsF,sale,land,"okres Bytča",NULL,NULL,"B10 Slovensko, a. s.",Žilina
Ju_utm8DAV9,sale,land,"okres Čadca",Čadca,Rieka,NULL,NULL
JuaoRgRgfTM,sale,land,"okres Kysucké Nové Mesto",Nesluša,Nesluša,"B10 Slovensko, a. s.",Žilina
JuVIY0GAADR,sale,land,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače",NULL,NULL
JuC0KIbI5oB,sale,land,"okres Čadca",Raková,Raková,"1. Reality Rent, s.r.o.",Žilina
JuSc9mnlTNp,sale,land,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica","Q REAL s.r.o.",Bratislava
JuE8ApW_7eF,sale,land,"okres Čadca",Raková,Raková,"TRI LIPY, s. r. o.",Čadca
JuM_aepmWiE,sale,land,"okres Martin",Sučany,Sučany,"Svoboda&Williams Slovakia s.r.o.",Bratislava
JubvMgx0Xlu,sale,land,"okres Dolný Kubín","Vyšný Kubín","Vyšný Kubín","OREA, s.r.o.","Dolný Kubín"
JuCafss2FQP,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš",Vitálišovce,"BIZNIS REALITY, s.r.o.",Bratislava
Ju3KUswXUz_,sale,land,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","RADO Reality",Trenčín
Jup8u-k4Epi,sale,land,"okres Bytča",Predmier,Predmier,"bezmaklérov, s.r.o.",Žilina
JuMCxXCgucb,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju6EZukLTos,sale,land,"okres Čadca",Čadca,Podzávoz,"SLNOVRAT, s.r.o.",Olešná
JufB0mJ4fBT,sale,land,"okres Liptovský Mikuláš",Gôtovany,Gôtovany,"REALITY SPOLU",Bratislava
Ju0PCzCiNgB,sale,land,"okres Martin",Žabokreky,Žabokreky,"Buby reality, s.r.o.",Žilina
JuuPBY6Ot9Q,sale,land,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal","Reality Center, s.r.o.",Martin
Jut0tUa88wB,sale,land,"okres Žilina",Rosina,Rosina,"BeMi realitná kancelária",Nitra
JuXoUVcEWR0,sale,land,"okres Žilina",Ovčiarsko,Ovčiarsko,"BeMi realitná kancelária",Nitra
Juz3m4uVQID,sale,land,"okres Dolný Kubín","Oravská Poruba","Oravská Poruba","FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuD0_PFG0ni,sale,land,"okres Turčianske Teplice",Sklené,Sklené,"BV REAL PD, s.r.o.",Prievidza
JuNxdVDCwxP,sale,land,"okres Námestovo",Novoť,Novoť,"RIEŠIME BÝVANIE",Bratislava
JuMd2LfAtcs,sale,land,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou","1. Reality Rent, s.r.o.",Žilina
JurUF8OlH6u,sale,land,"okres Čadca",Turzovka,Hlinené,"SLNOVRAT, s.r.o.",Olešná
JuKqcvokzbp,sale,land,"okres Martin",Socovce,Socovce,"Buby reality, s.r.o.",Žilina
Jufivg-_9rM,sale,land,"okres Dolný Kubín","Dolný Kubín","Malý Bysterec","OREA, s.r.o.","Dolný Kubín"
JuT8srAbvDd,sale,land,"okres Žilina","Kamenná Poruba","Kamenná Poruba","MGM reality",Žilina
JuiaMHS2a8S,sale,land,"okres Čadca",Oščadnica,Oščadnica,"SLNOVRAT, s.r.o.",Olešná
Juuliwtz_LA,sale,land,"okres Martin",Necpaly,Necpaly,"Realitné kancelárie SR",Bratislava
Ju7kkzPHIc1,sale,land,"okres Žilina",Krasňany,Krasňany,"Reality Alpia",Martin
Ju78oHKGop9R,sale,land,"okres Žilina","Kotrčiná Lúčka","Kotrčiná Lúčka","RS Mansory s.r.o.",Bratislava
JuFPPvDcbTI,sale,land,"okres Liptovský Mikuláš",Východná,Východná,liptoreal,"Liptovský Mikuláš"
Juhz-iIvfOR,sale,land,"okres Dolný Kubín",Zázrivá,Zázrivá,NULL,NULL
Jul34-9Uznd,sale,land,"okres Žilina",Stránske,Stránske,"Realitné kancelárie SR",Bratislava
Juz8n3k63O_,sale,land,"okres Liptovský Mikuláš",Beňadiková,Beňadiková,"Direct Real, spol. s r.o.",Bratislava
JuBCn0k3F8q,sale,land,"okres Ružomberok",Ružomberok,"Nová Hrboltová","RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuPab66wdox,sale,land,"okres Dolný Kubín","Dolný Kubín",Mokraď,"RK Dalmia s. r. o.","Dolný Kubín"
JulxtEGlU-r,sale,land,"okres Turčianske Teplice",Budiš,Budiš,"Reality AK, spol. s r.o.",Martin
JuGjdMCF3ve,sale,land,"okres Žilina",Žilina,Bytčica,"DreamReality s.r.o.",Žilina
JuywSKYexoR,sale,land,"okres Tvrdošín",Zábiedovo,Zábiedovo,NULL,NULL
Jujfy0BeWOa,sale,land,"okres Ružomberok",Bešeňová,Bešeňová,"Reality Alpia",Martin
JumyeY6xnwq,sale,land,"okres Martin",Turany,Turany,"MS Alpex, k.s.",Bratislava
JulrIqN4RR6,sale,land,"okres Liptovský Mikuláš",Hybe,Hybe,"RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuLNEujfvDD,sale,land,"okres Žilina",Strečno,Strečno,"TARGETreal s. r. o.",Žilina
JuIvQC1jBvw,sale,land,"okres Turčianske Teplice",Turček,Turček,"Ing.Tomáš Hudák",Šamorín
JuuH6wyOTi6,sale,land,"okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuR03LYWket,sale,land,"okres Žilina",Stráňavy,Stráňavy,NULL,NULL
JujNQV7OCek,sale,land,"okres Žilina",Lysica,Lysica,"YFE, s.r.o.",Žilina
Jup9VNie0hE,sale,land,"okres Čadca",Dunajov,Dunajov,"ŽILINAREAL, s.r.o.",Žilina
Juv0pBqllQb,sale,land,"okres Námestovo","Oravské Veselé","Oravské Veselé","TL Agentura s.r.o",Senec
JuUpsFDNSQ5,sale,land,"okres Žilina",Ovčiarsko,Ovčiarsko,"Reality Now",Bratislava
Ju_1RuhBfmB,sale,land,"okres Turčianske Teplice",Budiš,Budiš,"Reality AK, spol. s r.o.",Martin
JuPvBOIDHAu,sale,land,"okres Turčianske Teplice",Háj,Háj,"OVERENÉ REALITY","Banská Bystrica"
JuI63s8eiN7,sale,land,"okres Bytča",Jablonové,Jablonové,"RS Mansory s.r.o.",Bratislava
JuO_8tOz9vO,sale,land,"okres Bytča",Bytča,"Bytča - sever","ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko
Ju_rYNBo_cl,sale,land,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","Reality Alpia",Martin
JuCzxidULuR,sale,land,"okres Kysucké Nové Mesto",Snežnica,Snežnica,"Safe reality s. r. o.",Žilina
JuCAQgOYAnl,sale,land,"okres Bytča",Predmier,Predmier,"BeMi realitná kancelária",Nitra
JumgYXab6nd,sale,land,"okres Čadca",Klokočov,Klokočov,"SLNOVRAT, s.r.o.",Olešná
Ju4qZolzI7i,sale,land,"okres Martin",Diaková,Diaková,"Reality D.P.A.",Martin
JuMcJmeaUcO,sale,land,"okres Dolný Kubín",Leštiny,Leštiny,"OREA, s.r.o.","Dolný Kubín"
JuNitLYneeA,sale,land,"okres Čadca",Čierne,Čierne,"TRI LIPY, s. r. o.",Čadca
JuVw0hmTAno,sale,land,"okres Liptovský Mikuláš",Gôtovany,Gôtovany,"HALO reality, s.r.o.",Prievidza
JuFVNjbiRLu,sale,land,"okres Martin","Turčianske Kľačany","Turčianske Kľačany","Reality Alpia",Martin
JuSTrxbH01x,sale,land,"okres Žilina",Terchová,Terchová,"B10 Slovensko, a. s.",Žilina
JuGnc9OXHGX,sale,land,"okres Dolný Kubín","Dolný Kubín","Malý Bysterec","RES GROUP, s.r.o.",Žilina
Jus89N19pVi,sale,land,"okres Dolný Kubín",Zázrivá,Zázrivá,donidDevelop,"Dolný Kubín"
JuUCvHHqEXR,sale,land,"okres Žilina",Krasňany,Krasňany,"ŽILINAREAL, s.r.o.",Žilina
JutSxfNRIvL,sale,land,"okres Čadca",Oščadnica,Oščadnica,"TARGETreal s. r. o.",Žilina
Jugj8_j4hFt,sale,land,"okres Čadca",Oščadnica,Oščadnica,"MGM reality",Žilina
JuVy8PAIz5F,sale,land,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Realitné kancelárie SR",Bratislava
Juy-u_8MLhRu,sale,land,"okres Martin",Trebostovo,Trebostovo,"Reality D.P.A.",Martin
Ju-hAf6SLZe,sale,land,"okres Námestovo","Oravská Jasenica","Oravská Jasenica","RECLOUD Reality a.s.",Bratislava
Ju0xrW-pJiv,sale,land,"okres Žilina",Bitarová,Bitarová,"Safe reality s. r. o.",Žilina
JuHEexV-ME8,sale,land,"okres Žilina",Višňové,Višňové,"Georgi Conev",Žilina
JuvqrgrxLUT,sale,land,"okres Kysucké Nové Mesto",Snežnica,Snežnica,"WFG reality, s.r.o.",Žilina
JuvU5Bk6XNz,sale,land,"okres Žilina",Žilina,Trnové,NULL,NULL
JuawfvC1dso,sale,land,"okres Čadca",Makov,Makov,"AP REAL, s.r.o.",Bratislava
JuujbPaHD-l,sale,land,"okres Žilina","Veľká Čierna","Veľká Čierna",NULL,NULL
Ju2DjUagLIB,sale,land,"okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Jud80emJ1h-,sale,land,"okres Žilina",Stráňavy,Stráňavy,Maxareality,Prievidza
JuscYJe7Tsp,sale,land,"okres Žilina",Bitarová,Bitarová,"Realitné kancelárie SR",Bratislava
JuRN7oIh-bh,sale,land,"okres Bytča",Maršová-Rašov,Maršová-Rašov,"RS Mansory s.r.o.",Bratislava
JuYlSKGJKl6,sale,land,"okres Martin","Horný Kalník","Horný Kalník",donidDevelop,"Dolný Kubín"
JuueVyS2YYG,sale,land,"okres Turčianske Teplice","Turčianske Teplice",NULL,"Realitné kancelárie SR",Bratislava
JuPNAYZ0O8w,sale,land,"okres Žilina",Žilina,Trnové,"RIEŠIME BÝVANIE",Bratislava
Ju051T1JZ-l,sale,land,"okres Žilina",Žilina,Trnové,"Realitné kancelárie SR",Bratislava
JufVWTW_WTc,sale,land,"okres Martin",Martin,Záturčie,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JubU6tCkKGs,sale,land,"okres Žilina",Ovčiarsko,Ovčiarsko,"Kristína Čanády",Bratislava
JusGZR37Rrf,sale,land,"okres Žilina",Terchová,Terchová,"AnoReal, s.r.o.",Stráňavy
JuZCt8qZhH9,sale,land,"okres Čadca","Krásno nad Kysucou",NULL,"1. Reality Rent, s.r.o.",Žilina
JumXY6voBY_,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny,"Eden Real estate, s.r.o.",Hlohovec
JuaTUWSOToW,sale,land,"okres Čadca",Skalité,Skalité,"BeMi realitná kancelária",Nitra
JuhsDIhlQ5j,sale,land,"okres Žilina",Bitarová,Bitarová,"ŽILINAREAL, s.r.o.",Žilina
JumBIzQEPOK,sale,land,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Reality Turiec s.r o.",Martin
JuJ6A83KPJ2,sale,land,"okres Žilina",Stránske,Stránske,"Renovo Reality",Žilina
Ju0Wth3fmJb,sale,land,"okres Liptovský Mikuláš",Kvačany,Kvačany,liptoreal,"Liptovský Mikuláš"
Ju-yASPSDbI,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš",Vitálišovce,"BIZNIS REALITY, s.r.o.",Bratislava
Ju7bdNS7Wbu,sale,land,"okres Martin",Valča,Valča,"RECLOUD Reality a.s.",Bratislava
JuFbQAoDlAy,sale,land,"okres Tvrdošín",Habovka,Habovka,"Realitné kancelárie SR",Bratislava
JutmSdgoB8o,sale,land,"okres Martin",Martin,Tomčany,"TARGETreal s. r. o.",Žilina
Ju-TgYUkwq0,sale,land,"okres Kysucké Nové Mesto",Snežnica,Snežnica,NULL,NULL
JuzpdzmMNmY,sale,land,"okres Martin",Valča,Valča,"Piata Avenue",Žilina
JuR5ionId5V,sale,land,"okres Martin",Blatnica,Blatnica,"ALT REAL, s.r.o.",Martin
JuSojlAQh6I,sale,land,"okres Čadca",Skalité,Skalité,"BeMi realitná kancelária",Nitra
JuJs7LAy2Ca,sale,land,"okres Čadca",Klokočov,Klokočov,"TRI LIPY, s. r. o.",Čadca
JunsxT9D57Y,sale,land,"okres Čadca",Svrčinovec,Svrčinovec,"SLNOVRAT, s.r.o.",Olešná
JuyhzX_H2M6,sale,land,"okres Čadca",Skalité,Skalité,"Realitná kancelária",Bratislava
JuFDWrhfI93,sale,land,"okres Bytča","Veľké Rovné","Veľké Rovné","Reality Alpia",Martin
JuRGpe_vleW,sale,land,"okres Ružomberok",Bešeňová,Bešeňová,"Apollo House",Bratislava
JuOtIHsfVL7r,sale,land,"okres Martin",Ratkovo,Ratkovo,"Buby reality, s.r.o.",Žilina
JuIk-JMXLCM,sale,land,"okres Žilina",Višňové,Višňové,"Reality Alpia",Martin
JutkRgdiYBy,sale,land,"okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica","OVERENÉ REALITY","Banská Bystrica"
Ju2owwvd0Ks,sale,land,"okres Námestovo","Oravská Lesná","Oravská Lesná",NULL,NULL
JuCvtDrSDpm,sale,land,"okres Žilina",Brezany,Brezany,"Effecting s.r.o.",Bratislava
Ju120_vTrodT,sale,land,"okres Žilina",Hôrky,Hôrky,"TARGETreal s. r. o.",Žilina
Juf2tcjNcp8,sale,land,"okres Liptovský Mikuláš",Gôtovany,Gôtovany,"OVERENÉ REALITY","Banská Bystrica"
Juvljk31CAz,sale,land,"okres Dolný Kubín",Žaškov,Žaškov,"RK Dalmia s. r. o.","Dolný Kubín"
JuzXf_udfUb,sale,land,"okres Bytča",Bytča,Pšurnovice,NULL,NULL
JuTnhisKw2A,sale,land,"okres Čadca",Makov,Makov,"AP REAL, s.r.o.",Bratislava
JuOs44Ibx4E,sale,land,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","RE/MAX Slovakia",Bratislava
JuArm-RO0qx,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuNwfzXAT-U,sale,land,"okres Martin",Príbovce,Príbovce,"LIF REAL",Martin
JuI1xGqBjgz,sale,land,"okres Martin",Turany,Turany,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Jue9eL-lcIx,sale,land,"okres Čadca",Raková,Raková,"SLNOVRAT, s.r.o.",Olešná
JuaLB21Fxl_,sale,land,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju2-GQn0P3G,sale,land,"okres Martin",Martin,Priekopa,"MAX PROFI REALITY",Martin
JuIBgVzzEhH,sale,land,"okres Čadca",Raková,Raková,"1. Reality Rent, s.r.o.",Žilina
JuCe3m72ocp,sale,land,"okres Martin","Turčianska Štiavnička","Turčianska Štiavnička","ALT REAL, s.r.o.",Martin
Julifs4IZ1R,sale,land,"okres Martin",Martin,Stráne,"Reality AK, spol. s r.o.",Martin
JuIesZUseBj,sale,land,"okres Žilina",Zbyňov,Zbyňov,"Realitné kancelárie SR",Bratislava
JuPr2yDWLko,sale,land,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom","Realitné kancelárie SR",Bratislava
JuX4O4UZ7BH_,sale,land,"okres Ružomberok",Ivachnová,Ivachnová,"TUreality s.r.o.",Žilina
JutBiDVPJVF,sale,land,"okres Žilina",Višňové,Višňové,"StorkReal s. r. o.","Rajecká Lesná"
Juo5DPi-NX1,sale,land,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače","Apollo House",Bratislava
Juvu6M7-uvD,sale,land,"okres Žilina",Žilina,Budatín,"WFG reality, s.r.o.",Žilina
JuePvBO4qUqh,sale,land,"okres Žilina",Žilina,Brodno,"MGM reality",Žilina
JuPJNYaejL9,sale,land,"okres Čadca",Čadca,"U Hluška","WFG reality, s.r.o.",Žilina
JuqAOfMLMS5,sale,land,"okres Ružomberok",Likavka,Likavka,"PSynchro RK31",Ružomberok
JusxvqCVQpI,sale,land,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuvLnr4RMW3,sale,land,"okres Martin",Sučany,Sučany,NULL,NULL
JuoQejBMBhm,sale,land,"okres Martin",Martin,Priekopa,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
JuOx6alhDY_,sale,land,"okres Bytča",Štiavnik,Štiavnik,"TUreality s.r.o.",Žilina
JuIwevgorag,sale,land,"okres Martin",Sučany,Sučany,"Reality D.P.A.",Martin
JuTkoqi-k1y,sale,land,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače","Apollo House",Bratislava
JuJ_jH0Ka-F,sale,land,"okres Turčianske Teplice",Dubové,Dubové,"RES GROUP, s.r.o.",Žilina
