offer_id,offer_type,property_type,area,condition,location_district,location_city,location_area
JuUOO-LXy23,rent,"3-room apartment",63,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JucyrM14fby,rent,"4-room apartment",89,"fully renovated","okres Žilina",Žilina,Vlčince
JuYEF2k-qam,sale,"3-room apartment",70,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuLJzHZSfxX,sale,"2-room apartment",70,unrenovated,"okres Martin",Martin,Sever
JuxE6cxjVt5,rent,"3-room apartment",72,"fully renovated","okres Martin",Martin,Priekopa
JuSt-eGDLO6,sale,"studio apartment",123,"partially renovated","okres Ružomberok",Ružomberok,"Staré mesto"
JuaEFYi_BYt,sale,"2-room apartment",55,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju8vp_eBF_v,sale,"3-room apartment",65,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuRTwACBCKF,sale,"3-room apartment",NULL,"new construction","okres Námestovo",Zubrohlava,Zubrohlava
JubsYNuv_gH,sale,"2-room apartment",NULL,"development project","okres Dolný Kubín","Dolný Kubín",Stred
Jubm9fi-mY2v,sale,"2-room apartment",47,"new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové"
JudLF_FsgcX,sale,"4-room apartment",81,"partially renovated","okres Žilina",Žilina,Vlčince
JuS9mzdfL46,rent,"2-room apartment",80,"new construction","okres Žilina",Žilina,Vlčince
Juopd9f8gHL,rent,"2-room apartment",53,"fully renovated","okres Martin",Martin,Priekopa
Ju2UJpNwB9y,sale,"2-room apartment",55,"fully renovated","okres Čadca",Staškov,Staškov
JuUmF3RUVmb,sale,"studio apartment",25,unrenovated,"okres Martin",Martin,Sever
JudlhMNjWfy,sale,"3-room apartment",59,"new construction","okres Martin",Martin,Záturčie
JuKXKn_6Mq6,sale,"2-room apartment",50,unrenovated,"okres Žilina",Žilina,Solinky
JuKVuQz4tJM,rent,"2-room apartment",43,"fully renovated","okres Dolný Kubín","Dolný Kubín",Mokraď
JuFvtb1f76m,sale,"3-room apartment",72,"fully renovated","okres Žilina",Žilina,Vlčince
JufchRWgj96,sale,"1-room apartment",39,"new construction","okres Žilina",Žilina,"Staré mesto"
JuXqaBy1YwX,sale,"2-room apartment",54,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JuMU6JiyoDi,sale,"3-room apartment",63,"fully renovated","okres Žilina",Višňové,Višňové
JuFIplbJnri,sale,"4-room apartment",142,"new construction","okres Čadca",Čadca,Centrum
JuXU3OM1vfY,rent,"3-room apartment",65,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Ju7W5q5NyuP,rent,"holiday apartment",40,"new construction","okres Tvrdošín",NULL,NULL
Ju1cXQ08ziY,sale,"2-room apartment",70,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec
Ju4Mn0S0K8V,sale,"1-room apartment",50,"new construction","okres Martin",Martin,Tomčany
JuyiYLCVsIz,sale,"2-room apartment",55,"partially renovated","okres Ružomberok",Ružomberok,Roveň
JupinWd8ZQVD,sale,"2-room apartment",60,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Ju-7v4T1AY6H,rent,"2-room apartment",59,"partially renovated","okres Martin",Martin,Priekopa
Juqwj6nqGVe,rent,"3-room apartment",73,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JueZM646cTy,sale,"holiday apartment",40,"new construction","okres Ružomberok",Bešeňová,Bešeňová
JufIYFnXqFe,rent,"3-room apartment",70,"fully renovated","okres Martin",Martin,Stred
JuhmvsftjdY,sale,"3-room apartment",96,"new construction","okres Martin",Martin,Jahodníky
JuUk6PkKhU1,rent,"2-room apartment",65,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JumYoLK7UqZ,rent,"1-room apartment",40,"fully renovated","okres Martin",Martin,Stred
Jub_GkQafv9,sale,"2-room apartment",59,"fully renovated","okres Martin",Martin,Podháj
JuCMuZyrXT9,sale,"3-room apartment",72,"fully renovated","okres Čadca",Čadca,Žarec
JuGtWZEOQoM,sale,"2-room apartment",53,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuJZH5W0xc8,rent,"2-room apartment",70,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JursQitkieS,sale,"studio apartment",29,"fully renovated","okres Žilina",Žilina,Bánová
JuhY6PtUUUQ,sale,"4-room apartment",77,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuwolRsTXje,sale,"3-room apartment",65,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Podbreziny
JulmjMPVf2y,sale,"4-room apartment",120,"fully renovated","okres Martin",Martin,Stred
JuXYI9YrjoJ,sale,"3-room apartment",83,"new construction","okres Žilina",Žilina,Hájik
Juluyhlg8Mb,rent,"studio apartment",19,"partially renovated","okres Martin",Martin,Sever
JumN63g2ReF,sale,"3-room apartment",70,"fully renovated","okres Žilina",Varín,Varín
JuF-0hmTSgb,sale,"holiday apartment",35,"new construction","okres Ružomberok",Bešeňová,Bešeňová
JuiYcneQxM0,sale,"3-room apartment",62,unrenovated,"okres Čadca",Čadca,Kyčerka
JuJrPj7p6LA,sale,"holiday apartment",27,"new construction","okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota"
Ju-S5IE7Y0K,sale,"holiday apartment",23,"under construction","okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba"
JutAxM54sI9,sale,"2-room apartment",74,"partially renovated","okres Martin",Martin,Sever
JuBT9IU3F1g,sale,"3-room apartment",101,"new construction","okres Žilina",Žilina,"Staré mesto"
Ju-j_zRPy7a,sale,"2-room apartment",59,"new construction","okres Martin",Martin,Záturčie
Jub-qUAwi4z,sale,"3-room apartment",64,"fully renovated","okres Martin",Martin,Košúty
JuluCbW3ZHE,sale,"3-room apartment",79,"new construction","okres Žilina",Žilina,Vlčince
JunIK4vBJDk,sale,"4-room apartment",120,"new construction","okres Martin",Martin,Tomčany
JuNrqMazgdo,sale,"3-room apartment",90,"fully renovated","okres Martin",Martin,Priekopa
Ju9yeRQLBJd,sale,"2-room apartment",47,"new construction","okres Dolný Kubín","Dolný Kubín","Kubínska hoľa"
JuE57rFMsYf,rent,"2-room apartment",60,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju6xkslUZo-,rent,"2-room apartment",75,"development project","okres Žilina",Žilina,Bôrik
JujUQv7hvyj,sale,"3-room apartment",96,"fully renovated","okres Žilina","Dlhé Pole","Dlhé Pole"
Ju_noeKeCn0,sale,"holiday apartment",30,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuFKoH6piMc,sale,"3-room apartment",78,unrenovated,"okres Ružomberok",Ružomberok,Klačno
JuwbdEJILXn,rent,"2-room apartment",50,"partially renovated","okres Žilina",Žilina,Hájik
JuoCz53ml38,sale,"holiday apartment",53,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuvOvL67CnW,rent,"4-room apartment",75,"fully renovated","okres Dolný Kubín","Dolný Kubín",Stred
Ju6NLOs0FvZ,sale,"3-room apartment",76,unrenovated,"okres Martin",Martin,Jahodníky
Jum6U0_5m9N,rent,"2-room apartment",59,"fully renovated","okres Žilina",Žilina,Vlčince
Ju79Oyn1X3B,sale,"holiday apartment",40,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuQVA2vA49W,sale,"1-room apartment",30,unrenovated,"okres Martin",Vrútky,"Horné Vrútky"
JuoiWz-kUDq,rent,"2-room apartment",50,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JueA04xvA0H,sale,"3-room apartment",66,"fully renovated","okres Žilina",Žilina,Hliny
JuD4zRss3yP,sale,"3-room apartment",72,"fully renovated","okres Žilina",Žilina,Solinky
JuCYzVbHujF,sale,"3-room apartment",87,"fully renovated","okres Martin",Príbovce,Príbovce
JuGDxnx-MGv,sale,"3-room apartment",72,"partially renovated","okres Turčianske Teplice","Turčianske Teplice",Stred
JuuYTb7aXin,sale,"3-room apartment",73,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",NULL
JuZdV5jCSUO,sale,"3-room apartment",89,"partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo
JuKVTIO-aDH,sale,"3-room apartment",74,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuNgEGp-EQa,sale,"holiday apartment",29,"fully renovated","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
JuxN0XX5d2L,rent,"3-room apartment",74,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
Judr92_ylzz,sale,"2-room apartment",60,"partially renovated","okres Tvrdošín",Tvrdošín,Medvedzie
JuXHjhU272A,sale,"3-room apartment",64,unrenovated,"okres Žilina",Žilina,Hliny
Ju_ePT-_LMH,sale,"2-room apartment",66,"fully renovated","okres Námestovo",Námestovo,Brehy
JuzuxPMP-Xr,sale,"3-room apartment",60,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuDXnrUS-p1,sale,"holiday apartment",37,unrenovated,"okres Ružomberok",Ružomberok,Hrabovo
JuQfDarw60S,rent,"2-room apartment",64,"fully renovated","okres Martin",Martin,Podháj
Jux_7MHZ0xE,sale,"1-room apartment",35,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice
JuUTD1Lj0lr,sale,"3-room apartment",80,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuPs0jZ4Upm,rent,"3-room apartment",60,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Nábrežie
JuZ2eoxoyai,rent,"3-room apartment",80,"new construction","okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča"
JuuvbPIMl4t,sale,"4-room apartment",84,"partially renovated","okres Žilina",Žilina,Solinky
Ju7DJIriKhh,sale,"4-room apartment",118,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred
Ju2ogwd19a4,sale,"3-room apartment",68,"partially renovated","okres Martin",Martin,Záturčie
JuVooxZWg4s,sale,"4-room apartment",128,unrenovated,"okres Žilina",Žilina,"Staré mesto"
JuuvunHgeuI,sale,"2-room apartment",52,"partially renovated","okres Tvrdošín",Tvrdošín,Medvedzie
JuhpxD8Q4V6,sale,"3-room apartment",97,"under construction","okres Martin",Martin,Jahodníky
Jun8Wp9H-1m,sale,"3-room apartment",83,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny
JuKMOepiUjn,sale,"1-room apartment",40,unrenovated,"okres Žilina",Žilina,Vlčince
JuyIru5Z-bn,sale,"2-room apartment",55,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JurHWDFucoi,sale,"2-room apartment",47,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Stošice
JuuLiOVYceV,sale,"3-room apartment",100,"fully renovated","okres Čadca",Raková,Raková
Ju6KRY_ibJj,rent,"3-room apartment",70,"fully renovated","okres Ružomberok",Ružomberok,Polík
JuuS6FA8WTM,rent,"1-room apartment",38,"fully renovated","okres Čadca",Čadca,Žarec
JuGqA0i3EO8,sale,"3-room apartment",80,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JuFxU-EPo7k,sale,"3-room apartment",84,"partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka"
JuJDcaBGFgv,sale,"3-room apartment",80,"new construction","okres Čadca",Čadca,Škrabákovci
JuwDKSHdYOM,rent,"3-room apartment",57,"fully renovated","okres Čadca",Čadca,Centrum
JuKE1haIfBQ,rent,"1-room apartment",36,"new construction","okres Žilina",Žilina,"Staré mesto"
Juf3UQk266Q,sale,"1-room apartment",36,"under construction","okres Martin",Sučany,Sučany
JuiUg7kx_Xo,sale,"4-room apartment",79,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuX_Y10XQMs,sale,"holiday apartment",54,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuhdlIDH7jm,sale,"1-room apartment",30,"partially renovated","okres Martin",Martin,Podháj
JukH94BLOrl,rent,"1-room apartment",38,"partially renovated","okres Martin",Turany,Turany
JuiXegD6ESI,sale,"3-room apartment",63,unrenovated,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
Ju-U6VvTf4d,sale,"3-room apartment",65,unrenovated,"okres Martin",Martin,Stred
Ju_P4weQ1yi,rent,"3-room apartment",72,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju4jUNHrCaa,rent,"2-room apartment",37,"fully renovated","okres Žilina",Žilina,Hliny
JuRDmAO0N5y,sale,"2-room apartment",48,"under construction","okres Ružomberok",Ružomberok,Roveň
JuOLPMJrkFk,sale,"3-room apartment",93,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JueFBhJMkEL,rent,"studio apartment",26,"fully renovated","okres Čadca",Čadca,Žarec
JuiowNIBmX1,rent,"3-room apartment",74,"partially renovated","okres Čadca",Čadca,Kyčerka
Ju1swh97q_w,sale,"2-room apartment",62,"new construction","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
JuJjSbvP3y1,sale,"2-room apartment",54,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JueVg_uFAEX,sale,"3-room apartment",68,"partially renovated","okres Martin",Martin,Záturčie
JubLUnnldKg,sale,"2-room apartment",70,"new construction","okres Martin",Martin,Ľadoveň
JuNlpRocmfd,sale,"3-room apartment",82,"partially renovated","okres Martin",Martin,Stred
JujxzbLeFDf,sale,"2-room apartment",52,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice"
Jut2p_8fnwk,sale,"3-room apartment",76,"fully renovated","okres Ružomberok",Ružomberok,Klačno
JuZUmgJDVA2,sale,"4-room apartment",118,"new construction","okres Ružomberok",Ružomberok,"Staré mesto"
JuIVoMRmHSz,sale,"1-room apartment",30,"partially renovated","okres Martin",Turany,Turany
Ju7NnD-cxZu,sale,"4-room apartment",89,"partially renovated","okres Ružomberok",Ružomberok,Klačno
JuLyRXzb7sF,sale,"holiday apartment",42,"fully renovated","okres Ružomberok",Bešeňová,Bešeňová
JuFzCj_c-LQ,sale,"2-room apartment",65,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuuDv2Zd85o,sale,"3-room apartment",103,"new construction","okres Žilina",Žilina,Bôrik
Ju5JJVitOH3,sale,"3-room apartment",60,"new construction","okres Tvrdošín",Trstená,Trstená
Jue8OEdDtFX,sale,"2-room apartment",55,"development project","okres Ružomberok",Ružomberok,Baničné
JusujBj0j9H,rent,"3-room apartment",80,"fully renovated","okres Žilina",Žilina,Vlčince
JuwJKqBh04b,sale,"2-room apartment",50,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuMDiaehTE4,sale,"holiday apartment",71,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuGTmonCdFp,sale,"2-room apartment",65,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JucNmI_DO7B,sale,"holiday apartment",78,"fully renovated","okres Čadca",Oščadnica,Oščadnica
JultM3IWcXG,sale,"2-room apartment",98,"new construction","okres Liptovský Mikuláš","Liptovský Peter","Liptovský Peter"
JuZGQrt1Ff6m,sale,"2-room apartment",55,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Iľanovo
Juwy9k5pZPS,sale,"holiday apartment",22,"new construction","okres Martin",Valča,Valča
Jux-AEYjDab,sale,"2-room apartment",52,"fully renovated","okres Žilina",Žilina,Solinky
JuuQ3yxLaqS,sale,"2-room apartment",66,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
JuXUHfW6DDJ,sale,"2-room apartment",50,"partially renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka
Jup1HeEGFtW,sale,"1-room apartment",39,"new construction","okres Žilina",Žilina,Hájik
JuCX2-0gKW3,sale,"4-room apartment",118,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Ju1sYuOumZf,rent,"3-room apartment",NULL,"fully renovated","okres Ružomberok",Ružomberok,Klačno
JuAtADtbyIN,sale,"3-room apartment",78,"new construction","okres Žilina",Žilina,Budatín
JupXiFdQKs1,rent,"3-room apartment",70,"partially renovated","okres Žilina",Žilina,Solinky
Jux885vgQgO,sale,"holiday apartment",44,"new construction","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuIZkq9C4-v,sale,"2-room apartment",71,"under construction","okres Martin",Martin,Jahodníky
Jus-du7SK4F,sale,"3-room apartment",67,"new construction","okres Žilina",Žilina,Bytčica
JuqmAmZk9jG,sale,"1-room apartment",37,unrenovated,"okres Žilina",Žilina,Vlčince
JuJF4572cY0,sale,"2-room apartment",56,"fully renovated","okres Martin",Martin,Sever
JufKPFE3Y2M,sale,"2-room apartment",49,unrenovated,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna"
JuQPXllO6ks,sale,"2-room apartment",47,"new construction","okres Žilina",Žilina,Hájik
JuFnOWI1i1c,sale,"3-room apartment",500,"partially renovated","okres Turčianske Teplice",Jazernica,Jazernica
JufGDO__GbO,sale,"4-room apartment",128,"new construction","okres Žilina",Žilina,"Staré mesto"
Jut7GOvY7Cs,rent,"3-room apartment",118,"new construction","okres Námestovo","Oravské Veselé","Oravské Veselé"
JuUusk-Q8GE,sale,"2-room apartment",43,"new construction","okres Žilina",Žilina,Bytčica
JuucDO18CeY,rent,"3-room apartment",NULL,"fully renovated","okres Žilina",Žilina,Bôrik
JuBD3ecZzdA,sale,"2-room apartment",48,"new construction","okres Žilina",Žilina,Závodie
Juga_SyTI4R,sale,"2-room apartment",35,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
Ju7kGUvVlwS,sale,"3-room apartment",80,unrenovated,"okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča"
JuCKdo4C-vu,sale,"3-room apartment",88,"new construction","okres Žilina",Žilina,Vlčince
JuD_7kPVbjf,sale,"3-room apartment",74,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JuxM7Oxk3ZF,sale,"3-room apartment",33,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
JujtAMfUep-,sale,"4-room apartment",93,"fully renovated","okres Martin",Martin,Stred
JubYzTZOLz1,sale,"3-room apartment",90,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuhBW328SAS,sale,"3-room apartment",67,"fully renovated","okres Martin",Vrútky,"Horné Vrútky"
JuOr71wM3AE,sale,"2-room apartment",60,"fully renovated","okres Martin",Vrútky,"Horné Vrútky"
Juiqajk1kjr,sale,"2-room apartment",43,"new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové"
Ju_N2iy5JWS,rent,"studio apartment",18,"fully renovated","okres Martin",Necpaly,Necpaly
JuYWFp89fWK,sale,"3-room apartment",68,"partially renovated","okres Martin",Martin,Sever
JuVCZnRxN5m,sale,"4-room apartment",121,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny
JukxcpBCVX8,rent,"1-room apartment",29,"new construction","okres Žilina",Žilina,Vlčince
Ju-cA70OjPb,sale,"2-room apartment",35,"new construction","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
Junbds6mBD4,sale,"3-room apartment",97,"under construction","okres Martin",Martin,Jahodníky
JuIhf4tExMf,sale,"3-room apartment",69,"partially renovated","okres Martin",Vrútky,"Horné Vrútky"
JuupBH8LvJz,sale,"2-room apartment",53,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuuqMAsXTsE,sale,"2-room apartment",46,"under construction","okres Martin",Sučany,Sučany
JuqDuiRmYdZ,sale,"1-room apartment",37,unrenovated,"okres Žilina",Žilina,Vlčince
Ju-fM3SCXjma,sale,"3-room apartment",91,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuRhJZ24FBr,sale,"3-room apartment",78,"partially renovated","okres Ružomberok",Ľubochňa,Ľubochňa
JuH66opZMTi,sale,"3-room apartment",65,"partially renovated","okres Martin",Martin,Sever
Jujvvp196-y,sale,"2-room apartment",52,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JurBk73cOr3,sale,"holiday apartment",150,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Ju42s8vNbRj,sale,"2-room apartment",62,"partially renovated","okres Martin",Vrútky,NULL
JuyD0Z9BTN-,rent,"2-room apartment",62,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
Ju9LPOOoAn-,rent,"3-room apartment",92,"fully renovated","okres Martin",Martin,Stred
Ju1uEl1Mf6f,sale,"holiday apartment",37,unrenovated,"okres Ružomberok",Ružomberok,Hrabovo
Juq3cdm2VSm,rent,"2-room apartment",51,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuoeNbuLPVP,sale,"holiday apartment",94,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju7EPTNZ0Hy,sale,"3-room apartment",70,"partially renovated","okres Martin",Turany,Turany
JuR8QLXp0Yx,sale,"3-room apartment",72,"partially renovated","okres Ružomberok",Ružomberok,Roveň
Ju_cu57wiSa,sale,"1-room apartment",35,unrenovated,"okres Martin",Martin,Priekopa
JuQKd8tqljP,sale,"3-room apartment",80,unrenovated,"okres Martin",Martin,Záturčie
Jum7aZZZlIy,rent,"1-room apartment",27,"fully renovated","okres Martin",Martin,Košúty
JujQYigyRBf,rent,"2-room apartment",63,"partially renovated","okres Martin",Martin,Sever
Ju6nNzmPk_9,rent,"2-room apartment",53,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuVihEbzRbP,sale,"holiday apartment",66,"new construction","okres Ružomberok",Ružomberok,Hrabovo
Ju6oJmE8oWf,rent,"2-room apartment",56,"new construction","okres Čadca",Čadca,Centrum
JuKUZKmUiwu,sale,"4-room apartment",86,"under construction","okres Martin",Sučany,Sučany
JunzJsFHg6A,sale,"4-room apartment",147,unrenovated,"okres Čadca",Čadca,Centrum
JuyxsUVgHii,sale,"4-room apartment",89,"fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec
JuLIL3RkWDn,sale,"3-room apartment",90,"fully renovated","okres Martin",Martin,Priekopa
JuUPsPRqomX,sale,"1-room apartment",39,unrenovated,"okres Námestovo",Námestovo,Brehy
JuXmK-edCSR,rent,"3-room apartment",74,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuURItmx0gz,rent,"2-room apartment",52,"new construction","okres Žilina",Terchová,Terchová
Ju3ft9crnfA,sale,"3-room apartment",78,"fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JuUveEvLKHX,sale,"studio apartment",20,"partially renovated","okres Martin",Vrútky,NULL
JuBNi2HSNwg,rent,"3-room apartment",90,"fully renovated","okres Martin",Martin,Ľadoveň
Ju9HXOkK5Vc,sale,"2-room apartment",67,"new construction","okres Čadca","Krásno nad Kysucou",Kalinov
JuWN3KhPvB7,sale,"2-room apartment",60,"partially renovated","okres Čadca",Čadca,Centrum
JuJGytVBKhB,rent,"2-room apartment",57,"fully renovated","okres Martin",Martin,Podháj
JunoLrzCTv8,sale,"3-room apartment",85,"fully renovated","okres Čadca",Raková,Raková
JuxK_a_NiWB,sale,"2-room apartment",69,"fully renovated","okres Ružomberok",Ružomberok,Roveň
JuvOboUvobu,sale,"3-room apartment",56,"new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové"
Ju5YBv9ykGI,sale,"4-room apartment",87,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuUwCeqXqPl,sale,"3-room apartment",74,"new construction","okres Martin",Martin,Jahodníky
JuaIL0ybcDR,rent,"3-room apartment",81,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuHMn6qkBSk,sale,"holiday apartment",93,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JubGyQoKm-F,rent,"2-room apartment",55,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Nábrežie
JuZFqxjae7G,sale,"holiday apartment",37,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JueQ0ot5J2r,sale,"3-room apartment",71,"partially renovated","okres Čadca",Čadca,Žarec
Ju-sWIMoFGT,sale,"1-room apartment",NULL,unrenovated,"okres Námestovo",Námestovo,Stred
JuMlNRioczT,rent,"3-room apartment",212,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju7yQFu2G0Z,sale,"3-room apartment",67,"fully renovated","okres Martin",Vrútky,"Horné Vrútky"
JudVZxPODEn,sale,"3-room apartment",70,"fully renovated","okres Žilina",Žilina,Solinky
JuNPxF24aaA,sale,"4-room apartment",90,"fully renovated","okres Žilina",Žilina,Vlčince
Juy6Dr8MOeS,sale,"4-room apartment",106,"fully renovated","okres Žilina",Žilina,Vlčince
Ju4RLACJEuN,sale,"4-room apartment",156,"fully renovated","okres Žilina",Žilina,Bôrik
JuIQ6bOnZsGz,sale,"3-room apartment",121,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JuIZo2BnWQa,sale,"holiday apartment",40,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JusjmbO9Bnp,sale,"2-room apartment",52,"new construction","okres Žilina",Gbeľany,Gbeľany
Ju3_oCKPJ8H,sale,"3-room apartment",67,"partially renovated","okres Liptovský Mikuláš","Liptovský Peter","Liptovský Peter"
JuKy-dL9Ryo,rent,"2-room apartment",62,"new construction","okres Žilina",Žilina,Vlčince
JuR0t0CZHt8,rent,"2-room apartment",66,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuhcvPxM513,sale,"4-room apartment",78,"fully renovated","okres Námestovo",Námestovo,NULL
JunH7oZsc9z,sale,"1-room apartment",47,"new construction","okres Žilina",Žilina,Vlčince
JuyBFHxJEo2F,rent,"2-room apartment",36,"partially renovated","okres Čadca",Čadca,Centrum
JuUknu_3A4k,sale,"2-room apartment",54,"partially renovated","okres Žilina",Žilina,"Staré mesto"
Ju7faBpvibU,sale,"3-room apartment",61,"fully renovated","okres Martin",Martin,Záturčie
JuUS8gVE7MB,sale,"2-room apartment",67,"partially renovated","okres Čadca",Čadca,Žarec
JuS8GjjsXwr,sale,"holiday apartment",23,"fully renovated","okres Martin",Valča,Valča
JuLlR3SdY11,sale,"2-room apartment",49,unrenovated,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna"
Ju3xvc6aD2Y,sale,"holiday apartment",32,"new construction","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
Jus0-bkZHge,rent,"3-room apartment",68,"partially renovated","okres Martin",Martin,Ľadoveň
Jul8pXByFOl,sale,"3-room apartment",92,"new construction","okres Žilina",Žilina,Vlčince
JuEK28Decyb,sale,"2-room apartment",44,"new construction","okres Žilina",Žilina,"Staré mesto"
JujBEFh3fPq,sale,"3-room apartment",70,unrenovated,"okres Martin",Martin,Priekopa
Jubh8FOR_C9,rent,"studio apartment",22,"fully renovated","okres Martin",Martin,Sever
Jultmw18Gne,sale,"holiday apartment",97,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JuDmcjiRx8S,sale,"4-room apartment",84,"partially renovated","okres Žilina",Žilina,Solinky
Junnm3hR6W5,sale,"2-room apartment",71,"partially renovated","okres Martin",Martin,Priekopa
JurzQ4OXOH_,rent,"studio apartment",30,"new construction","okres Žilina",Žilina,Hliny
